AUG9026;23.034756;53.852089;BUKOWA 8                   ;;;16-300;AUGUSTOW;POLAND;H20IA183066;;;;;;;;;11A5191086291007;07/02/2021;;;;BAT;1
AUG8743;18.391069;54.57932;SAPEROW 11                  ;;;16-300;AUGUSTOW;POLAND;H20IB048830;;;;;;;;;11A5191034831007;07/02/2021;;;;BAT;1
SOK2222222;23.52394;53.401135;WODNA 2222                ;;;16-100;SOKOLKA;POLAND;;;;;;;;;;;09/02/2021;;;;SOK;1
SOK7400001;23.48645;53.409620;ZAMENHOFFA 6              ;;;16-100;SOKOLKA;POLAND;H21KB000633;;;;;;;;;11A5201260831007;09/02/2021;;;;SOK;1
SOK7420001;23.48829;53.409380;ZAMENHOFFA 7              ;;;16-100;SOKOLKA;POLAND;H21KB000639;;;;;;;;;11A5201260891007;09/02/2021;;;;SOK;1
SOK7440001;23.48803;53.409380;ZAMENHOFFA 10             ;;;16-100;SOKOLKA;POLAND;H21KB000637;;;;;;;;;11A5201260871007;09/02/2021;;;;SOK;1
SOK7450001;23.48576;53.409380;ZAMENHOFFA 14             ;;;16-100;SOKOLKA;POLAND;H21KB000638;;;;;;;;;11A5201260881007;09/02/2021;;;;SOK;1
SOK7390001;23.48775;53.409380;ZAMENHOFFA 4              ;;;16-100;SOKOLKA;POLAND;H21KB000631;;;;;;;;;11A5201260811007;09/02/2021;;;;SOK;1
SOK24890001;23.48645;53.409620;MOSCICKIEGO 19           ;;;16-100;SOKOLKA;POLAND;;;;;;;;;;;09/02/2021;;;;SOK;1
SOK24980001;23.47962;53.408087;MOSCICKIEGO 17           ;;;16-100;SOKOLKA;POLAND;H21KB000636;;;;;;;;;11A5201260861007;09/02/2021;;;;SOK;1
SOK16900001;23.48697;53.408465;MALMEDA 20               ;;;16-100;SOKOLKA;POLAND;H21KB000671;;;;;;;;;11A5201236311007;09/02/2021;;;;SOK;1
SOK7370001;23.48780;53.409716;JANUSZA KORCZAKA 3        ;;;16-100;SOKOLKA;POLAND;H21KB000676;;;;;;;;;11A5201236361007;09/02/2021;;;;SOK;1
SOK440001;23.49240;53.408920;KLONOWA 7                  ;;;16-100;SOKOLKA;POLAND;H21KB000666;;;;;;;;;11A5201236861007;09/02/2021;;;;SOK;1
SOK460001;23.49216;53.409289;KLONOWA 11                 ;;;16-100;SOKOLKA;POLAND;H21KB000667;;;;;;;;;11A5201236871007;09/02/2021;;;;SOK;1
SOK450001;23.492245;53.409155;KLONOWA 9                 ;;;16-100;SOKOLKA;POLAND;;;;;;;;;;;09/02/2021;;;;SOK;1
SOK470001;23.49186;53.409887;KLONOWA 13                 ;;;16-100;SOKOLKA;POLAND;H21KB000668;;;;;;;;;11A5201236881007;09/02/2021;;;;SOK;1
SOK7220001;23.486713;53.409768;SZPITALNA 13             ;;;16-100;SOKOLKA;POLAND;H21KB000632;;;;;;;;;11A5201260821007;09/02/2021;;;;SOK;1
SOK7240001;23.486535;53.410085;SZPITALNA 21             ;;;16-100;SOKOLKA;POLAND;H21KB000661;;;;;;;;;11A5201236811007;09/02/2021;;;;SOK;1
SOK25170001;23.487013;53.409284;SZPITALNA 1             ;;;16-100;SOKOLKA;POLAND;H21KB000635;;;;;;;;;11A5201260851007;09/02/2021;;;;SOK;1
SOK7270001;23.486653;53.409860;SZPITALNA 15             ;;;16-100;SOKOLKA;POLAND;H21KB000672;;;;;;;;;11A5201236321007;09/02/2021;;;;SOK;1
SOK7310001;23.487001;53.409341;SZPITALNA 3              ;;;16-100;SOKOLKA;POLAND;H21KB000529;;;;;;;;;11A5201260591007;09/02/2021;;;;SOK;1
SOK7230001;23.486784;53.409679;SZPITALNA 11             ;;;16-100;SOKOLKA;POLAND;H21KB000526;;;;;;;;;11A5201260561007;09/02/2021;;;;SOK;1
SOK7250001;23.486955;53.409405;SZPITALNA 5              ;;;16-100;SOKOLKA;POLAND;H21KB000525;;;;;;;;;11A5201260551007;09/02/2021;;;;SOK;1
SOK430001;23.492453;53.408804;KLONOWA 5                 ;;;16-100;SOKOLKA;POLAND;H21KB000521;;;;;;;;;11A5201260511007;09/02/2021;;;;SOK;1
SOK4280029;23.492453;53.408804;KLONOWA 5                ;;;16-100;SOKOLKA;POLAND;;;;;;;;;;;09/02/2021;;;;SOK;1
SOK7410001;23.487714;53.409408;ZAMENHOFA 12             ;;;16-100;SOKOLKA;POLAND;H21KB000523;;;;;;;;;11A5201260531007;09/02/2021;;;;SOK;1
SOK490001;23.491747;53.410036;KLONOWA 13A               ;;;16-100;SOKOLKA;POLAND;H21KB000524;;;;;;;;;11A5201260541007;09/02/2021;;;;SOK;1
SOK7260001;23.486836;53.409583;SZPITALNA 9              ;;;16-100;SOKOLKA;POLAND;H21KB000528;;;;;;;;;11A5201260581007;09/02/2021;;;;SOK;1
AUG1345;22.971678;53.847771;LAZIENNA 51                ;;;16-300;AUGUSTOW;POLAND;H20IA183095;;;;;;;;;11A5191035481007;07/02/2021;;;;BAT;1
AUG442;22.966161;53.845335;LOPIANOWA 47                ;;;16-300;AUGUSTOW;POLAND;H20IA183097;;;;;;;;;11A5191035501007;07/02/2021;;;;BAT;1
AUG33;22.977747;53.846303;RAGINISA 22                  ;;;16-300;AUGUSTOW;POLAND;H20IA183091;;;;;;;;;11A5191035441007;07/02/2021;;;;BAT;1
